"legal_name","dba_name","city","county","zip","address","phone","website","owner_name","owner_age_estimate","owner_age_source","owner_tenure_years","years_in_business","provider_count_estimate","employee_count_estimate","is_distressed","distress_reasons","layer1_base_rate","layer1_comment","layer2_sellability","layer2_comment","layer3_behavioral_trigger","layer3_comment","layer4_market_pull","layer4_comment","final_score","final_tier","final_comment","value_add_thesis","confidence","data_completeness"
"Vollmer Electric Company Inc","","San Antonio","Bexar","78217","4702A Dodge St","2108246313","","Vollmer Electric Company Inc","","license_tenure_proxy","","","","","False","[]","55","License number 17099 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17099) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Bexar county is a tier-1 TX metro. Sub-market: San Antonio/Bexar (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Vollmer Electric Company Inc in San Antonio, Bexar. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Liberty Electrical","","Houston","Harris","77018","429 Oriole","7136940758","","Liberty Electrical","","license_tenure_proxy","","","","","False","[]","55","License number 17115 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17115) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Harris county is a tier-1 TX metro. Sub-market: premium/tech sub-market Houston (+0). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Liberty Electrical in Houston, Harris. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Bay Electric","","Texas City","Galveston","77590","2501 33Rd Ave North","4094577205","","Bay Electric","","license_tenure_proxy","","","","","False","[]","55","License number 17129 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17129) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","77","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Galveston county is a secondary TX market. Sub-market: Texas City/Galveston (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Bay Electric in Texas City, Galveston. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Tutor Electrical Service, Inc","","Mansfield","Tarrant","76063","201 Willow Creek Court","8175160064","","Tutor Electrical Service, Inc","","license_tenure_proxy","","","","","False","[]","55","License number 17144 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17144) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Tarrant county is a tier-1 TX metro. Sub-market: Mansfield/Tarrant (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Tutor Electrical Service, Inc in Mansfield, Tarrant. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Raines Electric","","Garland","Dallas","75040","521 W Walnut St","9722725595","","Raines Electric","","license_tenure_proxy","","","","","False","[]","55","License number 17164 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17164) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Dallas county is a tier-1 TX metro. Sub-market: Garland/Dallas (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Raines Electric in Garland, Dallas. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Burns Electric Inc","","Houston","Harris","77011","226 S 75Th","7139265261","","Burns Electric Inc","","license_tenure_proxy","","","","","False","[]","55","License number 17177 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17177) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Harris county is a tier-1 TX metro. Sub-market: premium/tech sub-market Houston (+0). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Burns Electric Inc in Houston, Harris. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Eldridge Electric Co","","Helotes","Bexar","78023","13315 Western Oak Dr","2106959113","","Eldridge Electric Co","","license_tenure_proxy","","","","","False","[]","55","License number 17185 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17185) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Bexar county is a tier-1 TX metro. Sub-market: Helotes/Bexar (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Eldridge Electric Co in Helotes, Bexar. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Moah Electric","","Dallas","Dallas","75228","1602 Stevens St","2143216624","","Moah Electric","","license_tenure_proxy","","","","","False","[]","55","License number 17203 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17203) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Dallas county is a tier-1 TX metro. Sub-market: Dallas/Dallas (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Moah Electric in Dallas, Dallas. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Rust Electrical Service, Inc","","Austin","Travis","78737","401 Cole Street","5123015171","","Rust Electrical Service, Inc","","license_tenure_proxy","","","","","False","[]","55","License number 17243 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17243) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","83","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Travis county is a tier-1 TX metro. Sub-market: premium/tech sub-market Austin (+3). SBA 7(a) financeable; high ETA/search-fund appetite.","49","C_watch","Rust Electrical Service, Inc in Austin, Travis. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 49 / Tier C_watch.","","low","0.25"
"Brazosport Electric Llc","","Lake Jackson","Brazoria","77566","210 Jasmine St","9792855112","","Richard Bertolino (40 yrs exp) + Cory Bayless (partner since 2015)","52","license_tenure_proxy","22","22","","","False","[]","38","Owner has run the business 22 yrs (founded 2004). At 15-25 yrs tenure, owner is plausibly 48-58 — pre-exit window.","65","Mid-tenured residential-service shop (22 yrs). Plausibly SBA-7(a) financeable size.","30","Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neutralized: .","77","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Brazoria county is a secondary TX market. Sub-market: Lake Jackson/Brazoria (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Brazosport Electric Llc in Lake Jackson, Brazoria. Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neutralized: .. Final 48 / Tier C_watch.","","low","0.75"
"Cappadonna Electrical Contractors Inc","","San Antonio","Bexar","78249","12755 Cogburn","2106964040","https://www.cappadonnaelectric.com/","Bo D Cappadonna","65","license_tenure_proxy","40","40","","","False","[]","65","Owner has run the business 40 yrs (license tenure proxy; founded 1986). At 35+ yrs tenure, owner is plausibly age 60-68 — in the early-exit window. PROXY-ONLY — no OV65 verified.","83","Established residential-service shop, 40+ yrs tenure, services include residential, commercial, remodels, rewiring. SBA-friendly size band likely. EV-charger +generator install adds recurring-adjacent revenue.","82","Coasting tells stacked (5): no_online_booking, no_customer_portal, no_modern_fsm_software, owner_tenure_40yrs_natural_exit_window, no_internal_successor_verified_via_live_fetch. Live team-page evidence supports no-internal-successor read.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Bexar county is a tier-1 TX metro. Sub-market: San Antonio/Bexar (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","77","B_forward","DEEP-DIVE DEMOTED FROM A TO B (reason: owner_age_proxy_only). Cappadonna Electrical Contractors Inc in San Antonio, Bexar. 40 yrs in business. Coasting tells stacked (5): no_online_booking, no_customer_portal, no_modern_fsm_software, owner_tenure_40yrs_natural_exit_window, no_internal_successor_verified_via_live_fetch. Live team-page evidenc. Final 77 / L1 65  This candidate scored as a 'would-be A_acquire_self' on coasting tells and live team-page verification, but per skill protocol A-tier requires OV65 (homestead) or voter-file DOB verification. Owner age is currently sourced from license_tenure_proxy (40 yrs in business) → demoted to B_forward. Recommended next step: Phase-5-only re-run with CAD scraper (HCAD/DCAD/TCAD/BCAD) and TX voter-file lookup on the owner-of-record.","no online booking visible — Housecall Pro / ServiceTitan integration alone could lift booking conversion 15-25% no customer portal — service history + billing transparency drives retention. Plus a multi-trade buyer (Wrench Group / Apex Service Partners) would pay 7-9× EBITDA for a clean residential-service base.","medium","1.0"
"Giffen Electric Co Lc","","Houston","Harris","77080","9326 Montridge","7134479964","https://www.giffenelectric.com/","Bill Giffen","65","license_tenure_proxy","35","35","","5","False","[]","65","Owner has run the business 35 yrs (license tenure proxy; founded 1991). At 35+ yrs tenure, owner is plausibly age 60-68 — in the early-exit window. PROXY-ONLY — no OV65 verified.","75","Established residential-service shop, 35+ yrs tenure, services include lighting, fan installations, general residential electrical. SBA-friendly size band likely. adds recurring-adjacent revenue.","82","Coasting tells stacked (6): no_online_booking, no_ev_charger_service (2026 coasting tell), no_customer_portal, no_modern_fsm_software, owner_tenure_35yrs_natural_exit_window, no_internal_successor_verified_via_live_fetch. Live team-page evidence supports no-internal-successor read.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Harris county is a tier-1 TX metro. Sub-market: premium/tech sub-market Houston (+0). SBA 7(a) financeable; high ETA/search-fund appetite.","75","B_forward","DEEP-DIVE DEMOTED FROM A TO B (reason: owner_age_proxy_only). Giffen Electric Co Lc in Houston, Harris. 35 yrs in business. Coasting tells stacked (6): no_online_booking, no_ev_charger_service (2026 coasting tell), no_customer_portal, no_modern_fsm_software, owner_tenure_35yrs_natural_exit_window, no_internal_successor_ver. Final 75 / L1 65 / L2 75 / L3 82 / L This candidate scored as a 'would-be A_acquire_self' on coasting tells and live team-page verification, but per skill protocol A-tier requires OV65 (homestead) or voter-file DOB verification. Owner age is currently sourced from license_tenure_proxy (35 yrs in business) → demoted to B_forward. Recommended next step: Phase-5-only re-run with CAD scraper (HCAD/DCAD/TCAD/BCAD) and TX voter-file lookup on the owner-of-record.","no online booking visible — Housecall Pro / ServiceTitan integration alone could lift booking conversion 15-25% no EV-charger install line — adding Level-2 EV-charger install in a TX metro is a 2026 high-margin gap no customer portal — service history + billing transparency drives retention. Plus a multi-trade buyer (Wrench Group / Apex Service Partners) would pay 7-9× EBITDA for a clean residential-service base.","medium","1.0"
